host_time_utc,host_elapsed_s,sequence,timestamp_us,raw_x,raw_y,raw_z,median_x,median_y,median_z,calibrated_x_g,calibrated_y_g,calibrated_z_g,filtered_x_g,filtered_y_g,filtered_z_g,filtered_x_ms2,filtered_y_ms2,filtered_z_ms2,flags
2026-08-09T20:54:21.018+00:00,23.324429,345550,733540478,-145,344,8156,,,,,,,,,,-0.205,0.412,9.834,0x00000007
2026-08-09T20:54:21.125+00:00,23.430496,345600,733646594,-152,332,8125,,,,,,,,,,-0.216,0.402,9.819,0x00000007
2026-08-09T20:54:21.231+00:00,23.536712,345650,733752711,-161,353,8134,,,,,,,,,,-0.198,0.399,9.832,0x00000007
2026-08-09T20:54:21.337+00:00,23.642698,345700,733858828,-148,336,8125,,,,,,,,,,-0.211,0.400,9.821,0x00000007
2026-08-09T20:54:21.443+00:00,23.748797,345750,733964943,-128,358,8118,,,,,,,,,,-0.201,0.404,9.828,0x00000007
2026-08-09T20:54:21.549+00:00,23.854919,345800,734071060,-155,337,8127,,,,,,,,,,-0.200,0.411,9.824,0x00000007
2026-08-09T20:54:21.655+00:00,23.961122,345850,734177176,-149,334,8115,,,,,,,,,,-0.207,0.411,9.816,0x00000007
2026-08-09T20:54:21.761+00:00,24.066997,345900,734283292,-122,343,8145,,,,,,,,,,-0.208,0.392,9.828,0x00000007
2026-08-09T20:54:21.867+00:00,24.173119,345950,734389409,-142,335,8148,,,,,,,,,,-0.213,0.386,9.828,0x00000007
2026-08-09T20:54:21.973+00:00,24.279348,346000,734495525,-138,343,8123,,,,,,,,,,-0.204,0.400,9.821,0x00000007
2026-08-09T20:54:22.079+00:00,24.385354,346050,734601641,-133,350,8131,,,,,,,,,,-0.218,0.388,9.815,0x00000007
2026-08-09T20:54:22.186+00:00,24.491684,346100,734707758,-137,338,8130,,,,,,,,,,-0.202,0.394,9.805,0x00000007
2026-08-09T20:54:22.291+00:00,24.597364,346150,734813875,-126,324,8140,,,,,,,,,,-0.205,0.397,9.824,0x00000007
2026-08-09T20:54:22.398+00:00,24.703568,346200,734919990,-140,323,8132,,,,,,,,,,-0.192,0.395,9.827,0x00000007
2026-08-09T20:54:22.504+00:00,24.809776,346250,735026107,-147,330,8135,,,,,,,,,,-0.210,0.383,9.819,0x00000007
2026-08-09T20:54:22.610+00:00,24.915815,346300,735132223,-125,343,8116,,,,,,,,,,-0.204,0.404,9.809,0x00000007
2026-08-09T20:54:22.716+00:00,25.022392,346350,735238340,-153,344,8142,,,,,,,,,,-0.203,0.408,9.821,0x00000007
2026-08-09T20:54:22.822+00:00,25.128364,346400,735344456,-154,347,8129,,,,,,,,,,-0.209,0.391,9.829,0x00000007
2026-08-09T20:54:22.928+00:00,25.234033,346450,735450572,-146,341,8140,,,,,,,,,,-0.211,0.402,9.824,0x00000007
2026-08-09T20:54:23.034+00:00,25.340255,346500,735556689,-138,335,8143,,,,,,,,,,-0.207,0.414,9.823,0x00000007
2026-08-09T20:54:23.140+00:00,25.446437,346550,735662806,-153,351,8121,,,,,,,,,,-0.212,0.398,9.807,0x00000007
2026-08-09T20:54:23.247+00:00,25.552667,346600,735768921,-147,347,8138,,,,,,,,,,-0.219,0.394,9.820,0x00000007
2026-08-09T20:54:23.353+00:00,25.658422,346650,735875039,-164,340,8159,,,,,,,,,,-0.201,0.404,9.821,0x00000007
2026-08-09T20:54:23.459+00:00,25.765254,346700,735981154,-147,349,8133,,,,,,,,,,-0.209,0.407,9.829,0x00000007
2026-08-09T20:54:23.565+00:00,25.870769,346750,736087271,-141,338,8141,,,,,,,,,,-0.201,0.404,9.827,0x00000007
2026-08-09T20:54:23.671+00:00,25.976769,346800,736193387,-151,346,8142,,,,,,,,,,-0.200,0.413,9.826,0x00000007
2026-08-09T20:54:23.777+00:00,26.082954,346850,736299504,-162,339,8129,,,,,,,,,,-0.198,0.399,9.828,0x00000007
2026-08-09T20:54:23.883+00:00,26.189133,346900,736405620,-139,334,8157,,,,,,,,,,-0.201,0.399,9.823,0x00000007
2026-08-09T20:54:23.990+00:00,26.295572,346950,736511736,-144,372,8153,,,,,,,,,,-0.214,0.408,9.817,0x00000007
2026-08-09T20:54:24.096+00:00,26.401636,347000,736617853,-147,348,8141,,,,,,,,,,-0.201,0.404,9.834,0x00000007
2026-08-09T20:54:24.201+00:00,26.507335,347050,736723969,-139,338,8122,,,,,,,,,,-0.187,0.410,9.821,0x00000007
2026-08-09T20:54:24.308+00:00,26.613645,347100,736830085,-134,350,8150,,,,,,,,,,-0.198,0.400,9.822,0x00000007
2026-08-09T20:54:24.414+00:00,26.719736,347150,736936201,-141,338,8134,,,,,,,,,,-0.202,0.401,9.810,0x00000007
2026-08-09T20:54:24.520+00:00,26.825528,347200,737042318,-147,342,8098,,,,,,,,,,-0.214,0.399,9.808,0x00000007
2026-08-09T20:54:24.626+00:00,26.931841,347250,737148435,-155,330,8150,,,,,,,,,,-0.208,0.397,9.815,0x00000007
2026-08-09T20:54:24.733+00:00,27.038470,347300,737254551,-138,357,8136,,,,,,,,,,-0.203,0.405,9.817,0x00000007
2026-08-09T20:54:24.838+00:00,27.144033,347350,737360667,-148,362,8161,,,,,,,,,,-0.205,0.399,9.819,0x00000007
2026-08-09T20:54:24.945+00:00,27.250522,347400,737466783,-146,352,8130,,,,,,,,,,-0.199,0.404,9.822,0x00000007
2026-08-09T20:54:25.051+00:00,27.356660,347450,737572900,-143,342,8145,,,,,,,,,,-0.198,0.402,9.816,0x00000007
2026-08-09T20:54:25.156+00:00,27.461940,347500,737679016,-151,339,8135,,,,,,,,,,-0.198,0.391,9.828,0x00000007
2026-08-09T20:54:25.263+00:00,27.568524,347550,737785132,-154,350,8143,,,,,,,,,,-0.223,0.400,9.824,0x00000007
2026-08-09T20:54:25.369+00:00,27.675207,347600,737891249,-151,348,8132,,,,,,,,,,-0.193,0.386,9.818,0x00000007
2026-08-09T20:54:25.475+00:00,27.780574,347650,737997365,-146,335,8120,,,,,,,,,,-0.215,0.409,9.821,0x00000007
2026-08-09T20:54:25.581+00:00,27.886777,347700,738103481,-162,358,8127,,,,,,,,,,-0.202,0.411,9.822,0x00000007
2026-08-09T20:54:25.687+00:00,27.993134,347750,738209598,-151,344,8158,,,,,,,,,,-0.211,0.393,9.821,0x00000007
2026-08-09T20:54:25.793+00:00,28.099222,347800,738315714,-142,355,8115,,,,,,,,,,-0.206,0.409,9.827,0x00000007
2026-08-09T20:54:25.899+00:00,28.204869,347850,738421831,-141,344,8126,,,,,,,,,,-0.199,0.408,9.831,0x00000007
2026-08-09T20:54:26.005+00:00,28.311241,347900,738527947,-159,347,8163,,,,,,,,,,-0.205,0.405,9.809,0x00000007
2026-08-09T20:54:26.111+00:00,28.417338,347950,738634063,-150,353,8119,,,,,,,,,,-0.201,0.407,9.820,0x00000007
2026-08-09T20:54:26.218+00:00,28.523479,348000,738740180,-146,370,8135,,,,,,,,,,-0.191,0.400,9.811,0x00000007
2026-08-09T20:54:26.323+00:00,28.629384,348050,738846296,-151,342,8146,,,,,,,,,,-0.204,0.403,9.813,0x00000007
2026-08-09T20:54:26.429+00:00,28.735171,348100,738952413,-163,348,8153,,,,,,,,,,-0.211,0.399,9.817,0x00000007
2026-08-09T20:54:26.535+00:00,28.841168,348150,739058529,-166,340,8143,,,,,,,,,,-0.201,0.409,9.827,0x00000007
2026-08-09T20:54:26.642+00:00,28.947454,348200,739164645,-143,329,8142,,,,,,,,,,-0.194,0.403,9.834,0x00000007
2026-08-09T20:54:26.748+00:00,29.053771,348250,739270761,-137,349,8139,,,,,,,,,,-0.213,0.411,9.829,0x00000007
2026-08-09T20:54:26.854+00:00,29.160034,348300,739376878,-153,335,8139,,,,,,,,,,-0.194,0.386,9.805,0x00000007
2026-08-09T20:54:26.960+00:00,29.266086,348350,739482994,-130,343,8101,,,,,,,,,,-0.207,0.397,9.828,0x00000007
2026-08-09T20:54:27.067+00:00,29.372913,348400,739589111,-143,344,8135,,,,,,,,,,-0.199,0.392,9.815,0x00000007
2026-08-09T20:54:27.172+00:00,29.478161,348450,739695227,-155,330,8127,,,,,,,,,,-0.212,0.403,9.836,0x00000007
2026-08-09T20:54:27.278+00:00,29.584106,348500,739801344,-140,356,8141,,,,,,,,,,-0.201,0.402,9.822,0x00000007
2026-08-09T20:54:27.384+00:00,29.690244,348550,739907461,-143,358,8129,,,,,,,,,,-0.216,0.402,9.839,0x00000007
2026-08-09T20:54:27.491+00:00,29.796676,348600,740013577,-141,341,8144,,,,,,,,,,-0.203,0.408,9.815,0x00000007
2026-08-09T20:54:27.598+00:00,29.903590,348650,740119692,-164,348,8150,,,,,,,,,,-0.193,0.393,9.830,0x00000007
2026-08-09T20:54:27.703+00:00,30.009044,348700,740225809,-144,350,8122,,,,,,,,,,-0.199,0.398,9.822,0x00000007
2026-08-09T20:54:27.809+00:00,30.115254,348750,740331926,-149,357,8152,,,,,,,,,,-0.197,0.405,9.828,0x00000007
2026-08-09T20:54:27.916+00:00,30.221492,348800,740438042,-155,338,8120,,,,,,,,,,-0.199,0.401,9.829,0x00000007
2026-08-09T20:54:28.022+00:00,30.327612,348850,740544158,-146,340,8141,,,,,,,,,,-0.203,0.398,9.828,0x00000007
2026-08-09T20:54:28.128+00:00,30.433541,348900,740650275,-145,340,8125,,,,,,,,,,-0.196,0.398,9.817,0x00000007
2026-08-09T20:54:28.234+00:00,30.539687,348950,740756391,-132,338,8131,,,,,,,,,,-0.201,0.398,9.809,0x00000007
2026-08-09T20:54:28.340+00:00,30.645807,349000,740862508,-128,351,8142,,,,,,,,,,-0.208,0.389,9.813,0x00000007
2026-08-09T20:54:28.446+00:00,30.751765,349050,740968624,-146,334,8138,,,,,,,,,,-0.204,0.395,9.804,0x00000007
2026-08-09T20:54:28.552+00:00,30.857775,349100,741074741,-150,334,8167,,,,,,,,,,-0.211,0.395,9.814,0x00000007
2026-08-09T20:54:28.657+00:00,30.963395,349150,741180856,-149,342,8136,,,,,,,,,,-0.203,0.403,9.817,0x00000007
2026-08-09T20:54:28.764+00:00,31.069831,349200,741286973,-153,333,8141,,,,,,,,,,-0.203,0.407,9.823,0x00000007
2026-08-09T20:54:28.870+00:00,31.175984,349250,741393089,-146,346,8118,,,,,,,,,,-0.216,0.400,9.813,0x00000007
2026-08-09T20:54:28.977+00:00,31.282456,349300,741499206,-146,337,8112,,,,,,,,,,-0.203,0.392,9.807,0x00000007
2026-08-09T20:54:29.082+00:00,31.388319,349350,741605322,-151,331,8125,,,,,,,,,,-0.200,0.394,9.829,0x00000007
2026-08-09T20:54:29.189+00:00,31.494727,349400,741711438,-144,326,8132,,,,,,,,,,-0.218,0.402,9.816,0x00000007
2026-08-09T20:54:29.295+00:00,31.600534,349450,741817555,-154,330,8135,,,,,,,,,,-0.192,0.393,9.827,0x00000007
2026-08-09T20:54:29.401+00:00,31.706650,349500,741923671,-142,331,8155,,,,,,,,,,-0.200,0.397,9.822,0x00000007
2026-08-09T20:54:29.507+00:00,31.812627,349550,742029788,-151,349,8141,,,,,,,,,,-0.202,0.404,9.827,0x00000007
2026-08-09T20:54:29.613+00:00,31.919002,349600,742135904,-157,333,8115,,,,,,,,,,-0.213,0.402,9.831,0x00000007
2026-08-09T20:54:29.719+00:00,32.025270,349650,742242020,-157,323,8128,,,,,,,,,,-0.210,0.402,9.833,0x00000007
2026-08-09T20:54:29.825+00:00,32.131111,349700,742348137,-145,368,8123,,,,,,,,,,-0.207,0.404,9.828,0x00000007
2026-08-09T20:54:29.931+00:00,32.236860,349750,742454253,-142,349,8136,,,,,,,,,,-0.210,0.400,9.827,0x00000007
2026-08-09T20:54:30.038+00:00,32.343651,349800,742560369,-138,341,8106,,,,,,,,,,-0.211,0.398,9.831,0x00000007
2026-08-09T20:54:30.144+00:00,32.449745,349850,742666485,-162,349,8118,,,,,,,,,,-0.225,0.395,9.830,0x00000007
2026-08-09T20:54:30.250+00:00,32.555695,349900,742772603,-144,338,8133,,,,,,,,,,-0.201,0.407,9.819,0x00000007
2026-08-09T20:54:30.356+00:00,32.661689,349950,742878719,-155,350,8143,,,,,,,,,,-0.204,0.393,9.832,0x00000007
2026-08-09T20:54:30.462+00:00,32.767667,350000,742984835,-156,336,8138,,,,,,,,,,-0.198,0.379,9.817,0x00000007
2026-08-09T20:54:30.568+00:00,32.874001,350050,743090951,-148,344,8131,,,,,,,,,,-0.208,0.406,9.825,0x00000007
2026-08-09T20:54:30.674+00:00,32.980049,350100,743197067,-158,343,8110,,,,,,,,,,-0.203,0.410,9.823,0x00000007
2026-08-09T20:54:30.780+00:00,33.085634,350150,743303184,-157,329,8123,,,,,,,,,,-0.199,0.399,9.802,0x00000007
2026-08-09T20:54:30.886+00:00,33.191709,350200,743409301,-138,325,8158,,,,,,,,,,-0.203,0.384,9.835,0x00000007
2026-08-09T20:54:30.992+00:00,33.298165,350250,743515417,-156,337,8119,,,,,,,,,,-0.211,0.409,9.809,0x00000007
2026-08-09T20:54:31.098+00:00,33.404031,350300,743621533,-147,349,8116,,,,,,,,,,-0.205,0.399,9.816,0x00000007
2026-08-09T20:54:31.205+00:00,33.510888,350350,743727649,-143,339,8151,,,,,,,,,,-0.209,0.404,9.816,0x00000007
2026-08-09T20:54:31.311+00:00,33.616968,350400,743833766,-157,324,8134,,,,,,,,,,-0.201,0.402,9.836,0x00000007
2026-08-09T20:54:31.417+00:00,33.722824,350450,743939882,-150,340,8140,,,,,,,,,,-0.200,0.395,9.832,0x00000007
2026-08-09T20:54:31.523+00:00,33.829264,350500,744045999,-148,327,8139,,,,,,,,,,-0.200,0.397,9.816,0x00000007
2026-08-09T20:54:31.629+00:00,33.934484,350550,744152115,-146,340,8118,,,,,,,,,,-0.197,0.398,9.816,0x00000007
2026-08-09T20:54:31.735+00:00,34.041265,350600,744258231,-149,337,8113,,,,,,,,,,-0.205,0.403,9.831,0x00000007
2026-08-09T20:54:31.841+00:00,34.146888,350650,744364347,-147,353,8105,,,,,,,,,,-0.204,0.391,9.819,0x00000007
2026-08-09T20:54:31.947+00:00,34.253231,350700,744470464,-151,353,8114,,,,,,,,,,-0.210,0.397,9.821,0x00000007
2026-08-09T20:54:32.053+00:00,34.359073,350750,744576580,-161,347,8143,,,,,,,,,,-0.213,0.404,9.830,0x00000007
2026-08-09T20:54:32.159+00:00,34.465202,350800,744682697,-148,345,8132,,,,,,,,,,-0.197,0.394,9.827,0x00000007
2026-08-09T20:54:32.265+00:00,34.571315,350850,744788813,-133,332,8148,,,,,,,,,,-0.208,0.397,9.823,0x00000007
2026-08-09T20:54:32.372+00:00,34.677758,350900,744894930,-160,348,8169,,,,,,,,,,-0.207,0.415,9.827,0x00000007
2026-08-09T20:54:32.478+00:00,34.783891,350950,745001046,-150,352,8137,,,,,,,,,,-0.207,0.405,9.829,0x00000007
2026-08-09T20:54:32.584+00:00,34.889462,351000,745107162,-137,360,8140,,,,,,,,,,-0.205,0.409,9.831,0x00000007
2026-08-09T20:54:32.690+00:00,34.995732,351050,745213278,-155,358,8128,,,,,,,,,,-0.201,0.408,9.817,0x00000007
2026-08-09T20:54:32.796+00:00,35.101761,351100,745319395,-152,343,8144,,,,,,,,,,-0.202,0.397,9.825,0x00000007
2026-08-09T20:54:32.902+00:00,35.207846,351150,745425512,-145,344,8132,,,,,,,,,,-0.198,0.390,9.804,0x00000007
2026-08-09T20:54:33.008+00:00,35.314024,351200,745531627,-138,343,8126,,,,,,,,,,-0.202,0.397,9.811,0x00000007
2026-08-09T20:54:33.114+00:00,35.420137,351250,745637744,-141,353,8135,,,,,,,,,,-0.192,0.404,9.814,0x00000007
2026-08-09T20:54:33.220+00:00,35.526249,351300,745743861,-162,363,8152,,,,,,,,,,-0.195,0.398,9.806,0x00000007
2026-08-09T20:54:33.326+00:00,35.632018,351350,745849977,-141,349,8143,,,,,,,,,,-0.202,0.400,9.815,0x00000007
2026-08-09T20:54:33.433+00:00,35.738837,351400,745956093,-141,342,8129,,,,,,,,,,-0.209,0.408,9.818,0x00000007
2026-08-09T20:54:33.539+00:00,35.844832,351450,746062209,-152,334,8122,,,,,,,,,,-0.209,0.399,9.812,0x00000007
2026-08-09T20:54:33.645+00:00,35.950890,351500,746168326,-156,343,8128,,,,,,,,,,-0.205,0.409,9.817,0x00000007
2026-08-09T20:54:33.751+00:00,36.056482,351550,746274442,-147,340,8096,,,,,,,,,,-0.209,0.413,9.814,0x00000007
2026-08-09T20:54:33.857+00:00,36.163097,351600,746380559,-149,345,8120,,,,,,,,,,-0.204,0.392,9.818,0x00000007
2026-08-09T20:54:33.963+00:00,36.269203,351650,746486675,-133,332,8129,,,,,,,,,,-0.200,0.400,9.832,0x00000007
2026-08-09T20:54:34.069+00:00,36.375291,351700,746592792,-140,345,8150,,,,,,,,,,-0.199,0.398,9.812,0x00000007
2026-08-09T20:54:34.176+00:00,36.481616,351750,746698908,-159,334,8161,,,,,,,,,,-0.207,0.400,9.826,0x00000007
2026-08-09T20:54:34.281+00:00,36.587247,351800,746805024,-149,340,8138,,,,,,,,,,-0.210,0.406,9.808,0x00000007
2026-08-09T20:54:34.387+00:00,36.692977,351850,746911140,-143,347,8125,,,,,,,,,,-0.201,0.395,9.814,0x00000007
2026-08-09T20:54:34.493+00:00,36.799313,351900,747017257,-143,321,8147,,,,,,,,,,-0.211,0.386,9.814,0x00000007
2026-08-09T20:54:34.599+00:00,36.905086,351950,747123373,-155,335,8119,,,,,,,,,,-0.209,0.398,9.823,0x00000007
2026-08-09T20:54:34.706+00:00,37.011685,352000,747229490,-150,359,8130,,,,,,,,,,-0.205,0.398,9.830,0x00000007
2026-08-09T20:54:34.812+00:00,37.117547,352050,747335606,-142,346,8150,,,,,,,,,,-0.198,0.395,9.833,0x00000007
2026-08-09T20:54:34.918+00:00,37.223464,352100,747441723,-142,335,8140,,,,,,,,,,-0.206,0.378,9.803,0x00000007
2026-08-09T20:54:35.024+00:00,37.329571,352150,747547839,-150,333,8140,,,,,,,,,,-0.202,0.394,9.829,0x00000007
2026-08-09T20:54:35.130+00:00,37.436120,352200,747653955,-156,341,8146,,,,,,,,,,-0.197,0.405,9.827,0x00000007
2026-08-09T20:54:35.236+00:00,37.541956,352250,747760071,-144,340,8135,,,,,,,,,,-0.211,0.399,9.813,0x00000007
2026-08-09T20:54:35.342+00:00,37.648201,352300,747866188,-134,352,8138,,,,,,,,,,-0.199,0.394,9.810,0x00000007
2026-08-09T20:54:35.448+00:00,37.754318,352350,747972305,-139,346,8113,,,,,,,,,,-0.205,0.412,9.821,0x00000007
2026-08-09T20:54:35.554+00:00,37.860344,352400,748078421,-139,340,8121,,,,,,,,,,-0.211,0.394,9.808,0x00000007
2026-08-09T20:54:35.661+00:00,37.967012,352450,748184537,-156,364,8140,,,,,,,,,,-0.213,0.408,9.835,0x00000007
2026-08-09T20:54:35.767+00:00,38.073148,352500,748290653,-140,345,8135,,,,,,,,,,-0.205,0.400,9.825,0x00000007
2026-08-09T20:54:35.873+00:00,38.178732,352550,748396769,-144,344,8147,,,,,,,,,,-0.201,0.393,9.833,0x00000007
2026-08-09T20:54:35.979+00:00,38.285240,352600,748502886,-139,348,8122,,,,,,,,,,-0.202,0.410,9.810,0x00000007
2026-08-09T20:54:36.085+00:00,38.391025,352650,748609003,-151,357,8141,,,,,,,,,,-0.196,0.401,9.829,0x00000007
2026-08-09T20:54:36.191+00:00,38.496896,352700,748715119,-149,332,8121,,,,,,,,,,-0.204,0.407,9.814,0x00000007
2026-08-09T20:54:36.297+00:00,38.603191,352750,748821235,-147,336,8131,,,,,,,,,,-0.217,0.410,9.820,0x00000007
2026-08-09T20:54:36.404+00:00,38.710153,352800,748927351,-144,353,8134,,,,,,,,,,-0.202,0.401,9.816,0x00000007
2026-08-09T20:54:36.509+00:00,38.815210,352850,749033468,-156,330,8128,,,,,,,,,,-0.208,0.389,9.817,0x00000007
2026-08-09T20:54:36.615+00:00,38.921198,352900,749139584,-155,331,8104,,,,,,,,,,-0.200,0.392,9.810,0x00000007
2026-08-09T20:54:36.722+00:00,39.028083,352950,749245700,-137,352,8125,,,,,,,,,,-0.212,0.392,9.822,0x00000007
2026-08-09T20:54:36.828+00:00,39.134000,353000,749351817,-150,342,8136,,,,,,,,,,-0.204,0.398,9.818,0x00000007
2026-08-09T20:54:36.934+00:00,39.239907,353050,749457933,-147,341,8123,,,,,,,,,,-0.197,0.406,9.808,0x00000007
2026-08-09T20:54:37.040+00:00,39.346042,353100,749564049,-156,360,8142,,,,,,,,,,-0.210,0.401,9.820,0x00000007
2026-08-09T20:54:37.146+00:00,39.451674,353150,749670166,-125,344,8136,,,,,,,,,,-0.194,0.401,9.829,0x00000007
2026-08-09T20:54:37.252+00:00,39.557864,353200,749776282,-142,363,8129,,,,,,,,,,-0.204,0.417,9.816,0x00000007
2026-08-09T20:54:37.358+00:00,39.663897,353250,749882399,-162,355,8135,,,,,,,,,,-0.211,0.392,9.828,0x00000007
2026-08-09T20:54:37.464+00:00,39.770015,353300,749988516,-137,339,8147,,,,,,,,,,-0.204,0.401,9.819,0x00000007
2026-08-09T20:54:37.571+00:00,39.877152,353350,750094632,-144,318,8155,,,,,,,,,,-0.194,0.388,9.825,0x00000007
2026-08-09T20:54:37.677+00:00,39.982617,353400,750200748,-145,348,8135,,,,,,,,,,-0.194,0.421,9.815,0x00000007
2026-08-09T20:54:37.783+00:00,40.088839,353450,750306864,-150,350,8141,,,,,,,,,,-0.209,0.419,9.823,0x00000007
2026-08-09T20:54:37.889+00:00,40.194770,353500,750412981,-144,352,8153,,,,,,,,,,-0.204,0.401,9.799,0x00000007
2026-08-09T20:54:37.995+00:00,40.300585,353550,750519097,-131,341,8136,,,,,,,,,,-0.188,0.409,9.823,0x00000007
2026-08-09T20:54:38.101+00:00,40.406856,353600,750625214,-167,350,8142,,,,,,,,,,-0.206,0.396,9.814,0x00000007
2026-08-09T20:54:38.207+00:00,40.512967,353650,750731329,-150,344,8122,,,,,,,,,,-0.207,0.408,9.822,0x00000007
2026-08-09T20:54:38.313+00:00,40.619134,353700,750837446,-138,334,8118,,,,,,,,,,-0.194,0.400,9.809,0x00000007
2026-08-09T20:54:38.419+00:00,40.725185,353750,750943562,-149,333,8123,,,,,,,,,,-0.222,0.408,9.834,0x00000007
2026-08-09T20:54:38.525+00:00,40.831309,353800,751049679,-153,341,8112,,,,,,,,,,-0.214,0.394,9.821,0x00000007
2026-08-09T20:54:38.632+00:00,40.938164,353850,751155796,-141,343,8147,,,,,,,,,,-0.207,0.395,9.821,0x00000007
2026-08-09T20:54:38.738+00:00,41.043673,353900,751261911,-161,356,8145,,,,,,,,,,-0.217,0.406,9.827,0x00000007
2026-08-09T20:54:38.844+00:00,41.149735,353950,751368028,-139,343,8107,,,,,,,,,,-0.203,0.399,9.812,0x00000007
2026-08-09T20:54:38.950+00:00,41.255794,354000,751474145,-144,342,8142,,,,,,,,,,-0.197,0.391,9.811,0x00000007
2026-08-09T20:54:39.056+00:00,41.362193,354050,751580260,-130,347,8151,,,,,,,,,,-0.209,0.398,9.813,0x00000007
2026-08-09T20:54:39.162+00:00,41.467859,354100,751686377,-162,338,8146,,,,,,,,,,-0.215,0.404,9.807,0x00000007
2026-08-09T20:54:39.268+00:00,41.573689,354150,751792494,-146,350,8147,,,,,,,,,,-0.208,0.396,9.829,0x00000007
2026-08-09T20:54:39.374+00:00,41.680171,354200,751898610,-168,323,8149,,,,,,,,,,-0.200,0.399,9.830,0x00000007
2026-08-09T20:54:39.480+00:00,41.785952,354250,752004726,-142,337,8134,,,,,,,,,,-0.200,0.393,9.815,0x00000007
2026-08-09T20:54:39.587+00:00,41.892510,354300,752110842,-148,346,8093,,,,,,,,,,-0.200,0.409,9.814,0x00000007
2026-08-09T20:54:39.692+00:00,41.997918,354350,752216959,-145,337,8130,,,,,,,,,,-0.199,0.397,9.831,0x00000007
2026-08-09T20:54:39.799+00:00,42.104688,354400,752323075,-150,334,8128,,,,,,,,,,-0.193,0.405,9.819,0x00000007
2026-08-09T20:54:39.905+00:00,42.211233,354450,752429191,-144,352,8120,,,,,,,,,,-0.203,0.405,9.831,0x00000007
2026-08-09T20:54:40.010+00:00,42.316364,354500,752535308,-140,348,8134,,,,,,,,,,-0.207,0.390,9.833,0x00000007
2026-08-09T20:54:40.117+00:00,42.422829,354550,752641425,-133,372,8135,,,,,,,,,,-0.209,0.393,9.838,0x00000007
2026-08-09T20:54:40.224+00:00,42.529501,354600,752747540,-150,344,8142,,,,,,,,,,-0.199,0.393,9.823,0x00000007
2026-08-09T20:54:40.330+00:00,42.635774,354650,752853657,-136,339,8135,,,,,,,,,,-0.197,0.407,9.816,0x00000007
2026-08-09T20:54:40.435+00:00,42.741362,354700,752959773,-153,359,8128,,,,,,,,,,-0.211,0.398,9.813,0x00000007
2026-08-09T20:54:40.541+00:00,42.846908,354750,753065890,-155,337,8132,,,,,,,,,,-0.203,0.407,9.822,0x00000007
2026-08-09T20:54:40.647+00:00,42.953428,354800,753172006,-159,343,8118,,,,,,,,,,-0.204,0.392,9.811,0x00000007
2026-08-09T20:54:40.753+00:00,43.059355,354850,753278122,-150,355,8150,,,,,,,,,,-0.213,0.395,9.827,0x00000007
2026-08-09T20:54:40.860+00:00,43.165524,354900,753384239,-156,349,8145,,,,,,,,,,-0.212,0.395,9.817,0x00000007
2026-08-09T20:54:40.966+00:00,43.272171,354950,753490355,-142,342,8117,,,,,,,,,,-0.210,0.402,9.815,0x00000007
2026-08-09T20:54:41.072+00:00,43.377731,355000,753596471,-136,331,8127,,,,,,,,,,-0.207,0.413,9.805,0x00000007
2026-08-09T20:54:41.178+00:00,43.483864,355050,753702589,-155,341,8154,,,,,,,,,,-0.207,0.401,9.823,0x00000007
2026-08-09T20:54:41.284+00:00,43.589712,355100,753808704,-163,342,8146,,,,,,,,,,-0.205,0.400,9.798,0x00000007
2026-08-09T20:54:41.390+00:00,43.695939,355150,753914822,-153,359,8127,,,,,,,,,,-0.205,0.392,9.803,0x00000007
2026-08-09T20:54:41.496+00:00,43.801800,355200,754020937,-148,306,8142,,,,,,,,,,-0.208,0.410,9.815,0x00000007
2026-08-09T20:54:41.602+00:00,43.907796,355250,754127054,-145,334,8129,,,,,,,,,,-0.189,0.392,9.826,0x00000007
2026-08-09T20:54:41.709+00:00,44.014499,355300,754233170,-158,356,8141,,,,,,,,,,-0.200,0.415,9.827,0x00000007
2026-08-09T20:54:41.814+00:00,44.120142,355350,754339287,-150,360,8139,,,,,,,,,,-0.205,0.399,9.837,0x00000007
2026-08-09T20:54:41.921+00:00,44.226724,355400,754445403,-152,344,8150,,,,,,,,,,-0.205,0.406,9.811,0x00000007
2026-08-09T20:54:42.027+00:00,44.332856,355450,754551519,-142,351,8131,,,,,,,,,,-0.188,0.396,9.819,0x00000007
2026-08-09T20:54:42.133+00:00,44.438563,355500,754657635,-128,325,8132,,,,,,,,,,-0.199,0.407,9.832,0x00000007
2026-08-09T20:54:42.239+00:00,44.545008,355550,754763752,-169,344,8164,,,,,,,,,,-0.211,0.373,9.832,0x00000007
2026-08-09T20:54:42.345+00:00,44.651040,355600,754869868,-140,322,8152,,,,,,,,,,-0.198,0.404,9.810,0x00000007
2026-08-09T20:54:42.451+00:00,44.756987,355650,754975984,-150,346,8133,,,,,,,,,,-0.201,0.415,9.816,0x00000007
2026-08-09T20:54:42.558+00:00,44.863754,355700,755082101,-150,340,8121,,,,,,,,,,-0.212,0.403,9.812,0x00000007
2026-08-09T20:54:42.663+00:00,44.969363,355750,755188218,-141,332,8146,,,,,,,,,,-0.197,0.404,9.813,0x00000007
2026-08-09T20:54:42.769+00:00,45.075032,355800,755294334,-161,338,8146,,,,,,,,,,-0.195,0.403,9.813,0x00000007
